sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,target
1,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10.0
0,0.555,0.41,0.125,0.599,0.2345,0.1465,0.19399999999999998,8.0
0,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8.0
2,0.53,0.42,0.13,0.8365,0.3745,0.16699999999999998,0.249,11.0
1,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,11.0
0,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12.0
2,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9.0
1,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11.0
1,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19.0
2,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8.0
0,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10.0
0,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10.0
0,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13.0
2,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6.0
0,0.63,0.47,0.155,1.1325,0.589,0.21100000000000002,0.287,8.0
0,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8.0
0,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14.0
0,0.56,0.435,0.18,0.889,0.36,0.204,0.25,11.0
0,0.65,0.51,0.19,1.5419999999999998,0.7155,0.3735,0.375,9.0
1,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11.0
1,0.465,0.35,0.125,0.48200000000000004,0.23,0.106,0.1095,6.0
2,0.39,0.285,0.1,0.281,0.1275,0.062,0.077,7.0
2,0.47,0.375,0.12,0.48700000000000004,0.196,0.099,0.135,8.0
2,0.49,0.375,0.115,0.4615,0.204,0.0945,0.14300000000000002,8.0
2,0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8.0
0,0.7,0.55,0.195,1.6245,0.675,0.34700000000000003,0.535,13.0
2,0.47,0.345,0.115,0.4885,0.2005,0.10800000000000001,0.166,11.0
1,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10.0
1,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10.0
1,0.4,0.305,0.16,0.368,0.17300000000000001,0.0705,0.105,7.0
0,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10.0
2,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13.0
2,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,8.0
2,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7.0
1,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11.0
2,0.405,0.3,0.11,0.32,0.172,0.044000000000000004,0.09300000000000001,7.0
2,0.235,0.16,0.04,0.048,0.0185,0.018000000000000002,0.015,5.0
1,0.735,0.565,0.205,2.1275,0.9490000000000001,0.46,0.565,12.0
1,0.635,0.52,0.165,1.3405,0.5065,0.29600000000000004,0.41200000000000003,11.0
1,0.59,0.46,0.145,0.9905,0.45299999999999996,0.2205,0.275,8.0
2,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7.0
0,0.66,0.505,0.165,1.374,0.589,0.35100000000000003,0.345,10.0
0,0.57,0.455,0.155,0.8320000000000001,0.3585,0.174,0.27699999999999997,11.0
2,0.315,0.23,0.07,0.14400000000000002,0.053,0.0305,0.04,8.0
0,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9.0
0,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10.0
0,0.665,0.525,0.16,1.3630000000000002,0.629,0.27899999999999997,0.34,8.0
0,0.575,0.435,0.135,0.992,0.4320000000000001,0.2225,0.239,10.0
0,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6.0
1,0.71,0.565,0.195,1.817,0.785,0.4920000000000001,0.49,11.0
2,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,7.0
1,0.47,0.36,0.13,0.47200000000000003,0.182,0.114,0.15,10.0
1,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11.0
1,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,9.0
1,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,8.0
1,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11.0
1,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10.0
2,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11.0
0,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9.0
1,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13.0
1,0.725,0.56,0.21,2.141,0.65,0.39799999999999996,1.005,18.0
2,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4.0
2,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8.0
2,0.425,0.325,0.1,0.39799999999999996,0.1185,0.0645,0.0945,6.0
1,0.62,0.495,0.17,1.062,0.3720000000000001,0.213,0.34,11.0
2,0.3,0.23,0.095,0.1385,0.055999999999999994,0.0365,0.037000000000000005,6.0
1,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11.0
0,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10.0
0,0.62,0.485,0.155,1.0490000000000002,0.462,0.231,0.25,10.0
2,0.52,0.385,0.115,0.581,0.2555,0.156,0.14300000000000002,10.0
