sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,target
0,0.695,0.54,0.195,1.6909999999999998,0.768,0.363,0.4755,11.0
1,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9.0
0,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19.0
1,0.51,0.37,0.21,1.183,0.508,0.292,0.343,9.0
2,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8.0
0,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,10.0
1,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,10.0
2,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7.0
2,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,7.0
2,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.18600000000000005,11.0
2,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15.0
0,0.465,0.36,0.125,0.4365,0.16899999999999998,0.1075,0.145,11.0
0,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13.0
0,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415,8.0
1,0.47,0.36,0.1,0.4705,0.1635,0.08900000000000001,0.1385,8.0
0,0.5,0.4,0.145,0.6025,0.21600000000000005,0.138,0.21,11.0
0,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14.0
1,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7.0
2,0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7.0
2,0.41,0.325,0.105,0.361,0.1605,0.0665,0.103,8.0
