sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,target
2,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13.0
0,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9.0
1,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10.0
1,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12.0
1,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15.0
2,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8.0
0,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7.0
0,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15.0
0,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21.0
2,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,5.0
0,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9.0
1,0.56,0.455,0.19,0.7140000000000001,0.28300000000000003,0.129,0.275,9.0
2,0.465,0.34,0.11,0.34600000000000003,0.1425,0.073,0.113,11.0
0,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20.0
1,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15.0
0,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8.0
2,0.54,0.425,0.135,0.6859999999999999,0.3475,0.1545,0.213,8.0
2,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7.0
0,0.505,0.405,0.11,0.625,0.305,0.16,0.175,9.0
2,0.385,0.29,0.095,0.312,0.14300000000000002,0.0635,0.086,6.0
2,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7.0
0,0.58,0.46,0.13,0.921,0.35700000000000004,0.181,0.29,13.0
0,0.61,0.46,0.16,1.0,0.494,0.197,0.275,10.0
1,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11.0
1,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9.0
0,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,15.0
1,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,11.0
0,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7.0
0,0.495,0.395,0.12,0.5529999999999999,0.224,0.1375,0.16699999999999998,8.0
2,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7.0
1,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12.0
2,0.41,0.325,0.1,0.3245,0.132,0.07200000000000001,0.106,6.0
0,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16.0
0,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8.0
0,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13.0
2,0.5,0.4,0.12,0.616,0.261,0.14300000000000002,0.1935,8.0
0,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20.0
2,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7.0
0,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13.0
2,0.53,0.42,0.185,0.752,0.299,0.156,0.205,20.0
1,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12.0
2,0.445,0.325,0.1,0.378,0.1795,0.1,0.08900000000000001,7.0
0,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3.0
2,0.55,0.425,0.15,0.7665,0.339,0.17600000000000002,0.21,8.0
2,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6.0
2,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9.0
2,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,7.0
2,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8.0
2,0.44,0.325,0.09,0.35,0.14800000000000002,0.067,0.105,7.0
1,0.655,0.515,0.18,1.412,0.6195,0.2485,0.4970000000000001,11.0
2,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10.0
0,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11.0
1,0.59,0.45,0.16,0.9,0.358,0.156,0.315,19.0
0,0.365,0.295,0.08,0.2555,0.097,0.043,0.1,7.0
2,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1.0
